500	2	0.2286	31.7	0.00372371	126.677
4000	4	0.2286	71.3	0.00400603	121.728
20000	4	0.2286	71.3	0.00400603	109.638
500	4	0.2286	55.5	0.0042862	127.314
2500	4	0.2286	55.5	0.0042862	122.384
1000	4	0.2286	39.6	0.00473801	129.969
1000	4	0.2286	31.7	0.00509068	129.869
3150	4	0.2286	31.7	0.00509068	120.229
6300	4	0.2286	31.7	0.00509068	112.699
1250	5.3	0.2286	71.3	0.0051942	133.380
6300	5.3	0.2286	71.3	0.0051942	116.920
8000	5.3	0.2286	71.3	0.0051942	114.900
10000	5.3	0.2286	71.3	0.0051942	111.350
400	5.3	0.2286	39.6	0.00614329	131.221
500	7.3	0.2286	71.3	0.0104404	136.798
6300	7.3	0.2286	71.3	0.0104404	115.818
315	7.3	0.2286	55.5	0.0111706	136.284
2000	7.3	0.2286	55.5	0.0111706	120.354
6300	7.3	0.2286	55.5	0.0111706	111.534
200	7.3	0.2286	39.6	0.0123481	130.989
315	7.3	0.2286	39.6	0.0123481	132.149
400	7.3	0.2286	39.6	0.0123481	132.039
800	7.3	0.2286	39.6	0.0123481	126.299
2000	7.3	0.2286	39.6	0.0123481	117.809
3150	7.3	0.2286	39.6	0.0123481	114.309
500	7.3	0.2286	31.7	0.0132672	128.169
5000	7.3	0.2286	31.7	0.0132672	111.029
630	0	0.1524	55.5	0.00172668	123.583
5000	0	0.1524	55.5	0.00172668	125.203
12500	0	0.1524	55.5	0.00172668	117.093
16000	0	0.1524	55.5	0.00172668	112.803
800	0	0.1524	39.6	0.00193287	127.903
4000	0	0.1524	39.6	0.00193287	125.343
630	0	0.1524	31.7	0.00209405	125.997
3150	0	0.1524	31.7	0.00209405	124.207
8000	0	0.1524	31.7	0.00209405	117.957
800	2.7	0.1524	71.3	0.00243851	127.394
4000	2.7	0.1524	71.3	0.00243851	126.534
500	2.7	0.1524	39.6	0.00294804	121.009
1600	5.4	0.1524	39.6	0.00485029	126.267
2500	5.4	0.1524	31.7	0.00525474	119.151
315	7.2	0.1524	71.3	0.00752039	128.713
400	7.2	0.1524	71.3	0.00752039	130.123
315	7.2	0.1524	39.6	0.00909175	130.558
200	9.9	0.1524	71.3	0.0193001	134.319
250	9.9	0.1524	71.3	0.0193001	135.329
1250	9.9	0.1524	39.6	0.0233328	120.555
800	9.9	0.1524	31.7	0.0252785	125.539
500	12.6	0.1524	71.3	0.0483159	121.664
250	12.6	0.1524	39.6	0.0584113	115.890
3150	12.6	0.1524	39.6	0.0584113	106.260
2000	0	0.0508	71.3	0.000740478	131.060
2000	0	0.0508	55.5	0.00076193	131.456
4000	0	0.0508	55.5	0.00076193	134.946
12500	0	0.0508	55.5	0.00076193	125.376
1600	0	0.0508	31.7	0.000812164	131.010
2500	0	0.0508	31.7	0.000812164	134.870
5000	0	0.0508	31.7	0.000812164	133.230
1600	4.2	0.0508	71.3	0.00142788	124.318
8000	4.2	0.0508	71.3	0.00142788	125.268
10000	4.2	0.0508	71.3	0.00142788	121.238
3150	4.2	0.0508	39.6	0.00152689	133.587
6300	4.2	0.0508	39.6	0.00152689	125.717
2500	8.4	0.0508	71.3	0.00529514	134.226
500	8.4	0.0508	55.5	0.00544854	123.742
630	8.4	0.0508	55.5	0.00544854	126.152
1600	8.4	0.0508	55.5	0.00544854	133.032
2000	8.4	0.0508	55.5	0.00544854	133.042
2500	8.4	0.0508	55.5	0.00544854	131.542
1250	8.4	0.0508	39.6	0.00566229	131.205
1250	8.4	0.0508	31.7	0.00580776	130.156
4000	8.4	0.0508	31.7	0.00580776	118.106
250	11.2	0.0508	71.3	0.014072	127.101
800	11.2	0.0508	71.3	0.014072	136.031
1250	11.2	0.0508	71.3	0.014072	136.191
1600	11.2	0.0508	71.3	0.014072	135.191
4000	11.2	0.0508	71.3	0.014072	122.471
1000	11.2	0.0508	39.6	0.0150478	132.430
1600	11.2	0.0508	39.6	0.0150478	126.540
2500	11.2	0.0508	39.6	0.0150478	122.170
500	15.4	0.0508	71.3	0.0264269	127.285
8000	15.4	0.0508	71.3	0.0264269	112.675
630	15.4	0.0508	39.6	0.0282593	127.443
800	15.4	0.0508	39.6	0.0282593	128.423
2000	15.4	0.0508	39.6	0.0282593	123.443
500	15.4	0.0508	31.7	0.0289853	123.695
2000	15.4	0.0508	31.7	0.0289853	120.835
3150	15.4	0.0508	31.7	0.0289853	118.045
5000	15.4	0.0508	31.7	0.0289853	112.355
250	19.7	0.0508	71.3	0.0341183	119.115
1000	19.7	0.0508	71.3	0.0341183	121.885
1250	19.7	0.0508	71.3	0.0341183	121.485
2000	19.7	0.0508	71.3	0.0341183	120.055
2500	19.7	0.0508	39.6	0.036484	116.184
2500	0	0.0254	71.3	0.000400682	133.707
5000	0	0.0254	71.3	0.000400682	136.837
6300	0	0.0254	71.3	0.000400682	134.987
10000	0	0.0254	71.3	0.000400682	130.787
12500	0	0.0254	71.3	0.000400682	133.207
3150	0	0.0254	55.5	0.00041229	130.503
4000	0	0.0254	55.5	0.00041229	133.223
8000	0	0.0254	55.5	0.00041229	136.163
16000	0	0.0254	55.5	0.00041229	125.683
6300	0	0.0254	39.6	0.000428464	136.826
3150	0	0.0254	31.7	0.000439472	135.227
2000	4.8	0.0254	71.3	0.000848633	128.398
2500	4.8	0.0254	71.3	0.000848633	130.828
4000	4.8	0.0254	71.3	0.000848633	134.928
6300	4.8	0.0254	71.3	0.000848633	134.498
10000	4.8	0.0254	71.3	0.000848633	127.398
1600	4.8	0.0254	55.5	0.000873218	121.474
2000	4.8	0.0254	55.5	0.000873218	125.054
3150	4.8	0.0254	55.5	0.000873218	132.354
6300	4.8	0.0254	55.5	0.000873218	135.164
500	4.8	0.0254	39.6	0.000907475	116.366
800	4.8	0.0254	39.6	0.000907475	120.766
500	4.8	0.0254	31.7	0.000930789	116.128
4000	4.8	0.0254	31.7	0.000930789	135.328
5000	4.8	0.0254	31.7	0.000930789	135.248
5000	9.5	0.0254	71.3	0.00420654	131.186
800	9.5	0.0254	55.5	0.0043284	128.082
315	9.5	0.0254	39.6	0.00449821	119.294
1250	9.5	0.0254	31.7	0.00461377	131.446
250	12.7	0.0254	71.3	0.0121808	119.698
630	12.7	0.0254	71.3	0.0121808	128.878
2000	12.7	0.0254	39.6	0.0130253	129.567
8000	17.4	0.0254	71.3	0.016104	115.466
200	17.4	0.0254	39.6	0.0172206	114.044
400	17.4	0.0254	39.6	0.0172206	115.444
800	17.4	0.0254	39.6	0.0172206	135.324
1000	17.4	0.0254	31.7	0.0176631	131.796
1600	22.2	0.0254	71.3	0.0214178	131.817
2500	22.2	0.0254	71.3	0.0214178	126.097
5000	22.2	0.0254	71.3	0.0214178	125.727
6300	22.2	0.0254	71.3	0.0214178	123.127
4000	0	0.1016	71.3	0.00121072	130.935
800	0	0.1016	55.5	0.00131983	127.920
800	0	0.1016	39.6	0.00146332	128.401
1000	0	0.1016	39.6	0.00146332	130.781
5000	0	0.1016	39.6	0.00146332	126.021
8000	0	0.1016	39.6	0.00146332	122.341
1600	0	0.1016	31.7	0.00150092	133.553
2500	0	0.1016	31.7	0.00150092	132.003
6300	0	0.1016	31.7	0.00150092	124.253
1000	3.3	0.1016	71.3	0.00202822	131.434
10000	3.3	0.1016	71.3	0.00202822	116.694
630	3.3	0.1016	55.5	0.002211	126.599
1250	3.3	0.1016	55.5	0.002211	132.769
2500	3.3	0.1016	55.5	0.002211	132.889
1250	3.3	0.1016	39.6	0.00245138	133.211
2500	3.3	0.1016	39.6	0.00245138	130.791
10000	3.3	0.1016	39.6	0.00245138	115.321
2000	6.7	0.1016	71.3	0.00478288	134.568
1600	6.7	0.1016	55.5	0.0052139	133.653
800	6.7	0.1016	39.6	0.00578076	134.625
630	6.7	0.1016	31.7	0.00592927	132.116
1000	6.7	0.1016	31.7	0.00592927	131.636
315	8.9	0.1016	71.3	0.0103088	136.583
1600	8.9	0.1016	71.3	0.0103088	128.763
2000	8.9	0.1016	71.3	0.0103088	124.233
500	8.9	0.1016	39.6	0.0124596	133.790
3150	8.9	0.1016	39.6	0.0124596	119.350
250	12.3	0.1016	71.3	0.0337792	131.568
400	12.3	0.1016	71.3	0.0337792	139.428
500	12.3	0.1016	71.3	0.0337792	140.158
630	12.3	0.1016	71.3	0.0337792	135.368
200	12.3	0.1016	55.5	0.0368233	132.304
500	12.3	0.1016	55.5	0.0368233	133.774
630	12.3	0.1016	55.5	0.0368233	124.244
800	12.3	0.1016	55.5	0.0368233	125.114
1250	12.3	0.1016	55.5	0.0368233	124.214
315	12.3	0.1016	39.6	0.0408268	129.415
4000	12.3	0.1016	39.6	0.0408268	110.905
800	12.3	0.1016	31.7	0.0418756	120.037
250	15.6	0.1016	71.3	0.0437259	132.158
500	15.6	0.1016	71.3	0.0437259	130.638
630	15.6	0.1016	71.3	0.0437259	122.288
2000	15.6	0.1016	71.3	0.0437259	119.888
2000	15.6	0.1016	39.6	0.0528487	110.894
4000	15.6	0.1016	39.6	0.0528487	106.604
5000	15.6	0.1016	39.6	0.0528487	106.224
